recipient_name,canonical_vendor_name,vendor_id
LAWRENCE RAGAN COMMUNICATIONS INC,LAWRENCE RAGAN COMMUNICATIONS INC,V06104
LAYNE PUMPS INC,LAYNE PUMPS INC,V06105
"LAZER CARTRIDGES PLUS, L.L.C.","LAZER CARTRIDGES PLUS, L.L.C.",V06106
"LAZY J BAR D, LLC","LAZY J BAR D, LLC",V06107
LB57 LLC,LB57 LLC,V06108
LBT DIAGNOSTIC RADIATION PHYSICS CONSULTING LTD,LBT DIAGNOSTIC RADIATION PHYSICS CONSULTING LTD,V06109
LC FLUHARTY CONSTRUCTION LLC,LC FLUHARTY CONSTRUCTION LLC,V06110
"LC SCIENCES, LLC","LC SCIENCES, LLC",V06111
LC TREE SERVICE INC,LC TREE SERVICE INC,V06112
"LC3 SOLUTIONS, LIMITED LIABILITY COMPANY","LC3 SOLUTIONS, LIMITED LIABILITY COMPANY",V06113
"LCG, INC.","LCG, INC.",V06114
"L.D. ASTORINO & ASSOCIATES, LTD.","L.D. ASTORINO & ASSOCIATES, LTD.",V06115
LE3 LLC,LE3 LLC,V06116
"LEAD TECHNOLOGIES, INC","LEAD TECHNOLOGIES, INC",V06117
"LEADSONLINE, LLC","LEADSONLINE, LLC",V06118
LEARNING POOL INC.,LEARNING POOL INC.,V06119
LEARNING RESOURCES ASSISTED TECHNOLOGIES LLC,LEARNING RESOURCES ASSISTED TECHNOLOGIES LLC,V06120
LEARNING TREE INTERNATIONAL USA INC,LEARNING TREE INTERNATIONAL USA INC,V06121
"LEARNINGCORELEADERSHIP, INC","LEARNINGCORELEADERSHIP, INC",V06122
"LEE HARTMAN & SONS, INC.","LEE HARTMAN & SONS, INC.",V06123
LEE MECHANICAL INC,LEE MECHANICAL INC,V06124
LEE VETERANS COMMUNITY CARE INC,LEE VETERANS COMMUNITY CARE INC,V06125
LEEMCO INC,LEEMCO INC,V06126
LEFANT LLC,LEFANT LLC,V06127
LEGACY ENGINEERING GROUP INC,LEGACY ENGINEERING GROUP INC,V06128
"LEGACY LABORATORY SERVICES, LLC","LEGACY LABORATORY SERVICES, LLC",V06129
"LEGACY ON 10TH OPCO, LLC","LEGACY ON 10TH OPCO, LLC",V06130
LEGACY ROCK CORPORATION,LEGACY ROCK CORPORATION,V06131
LEGAL WINGS INC,LEGAL WINGS INC,V06132
LEHIGH ACRES HEALTHCARE & REHAB CENTER LLC,LEHIGH ACRES HEALTHCARE & REHAB CENTER LLC,V06133
LEHIGH OUTFITTERS LLC,LEHIGH OUTFITTERS LLC,V06134
LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,V06135
LEHOTAY PROSTHETICS LLC,LEHOTAY PROSTHETICS LLC,V06136
"LEHR UPFITTERS OPCO, LLC","LEHR UPFITTERS OPCO, LLC",V06137
LEICA MICROSYSTEMS INC.,LEICA MICROSYSTEMS INC.,V06138
"LEIDOS, INC.","LEIDOS, INC.",V06139
"LEIDOS SECURITY DETECTION & AUTOMATION, INC.","LEIDOS SECURITY DETECTION & AUTOMATION, INC.",V06140
LEIDOS SMS INC,LEIDOS SMS INC,V06141
LEIMKUEHLER INC,LEIMKUEHLER INC,V06142
"LEIMKUEHLER ORTHOTIC-PROSTHETIC CENTER, INC.","LEIMKUEHLER ORTHOTIC-PROSTHETIC CENTER, INC.",V06143
"LEMAITRE VASCULAR, INC.","LEMAITRE VASCULAR, INC.",V06144
"LENZ ENTERPRISES, LLC","LENZ ENTERPRISES, LLC",V06145
LEO A. DALY LLC,LEO A. DALY LLC,V06146
LEON ENVIRONMENTAL SERVICES,LEON ENVIRONMENTAL SERVICES,V06147
"LEONA CORP, THE","LEONA CORP, THE",V06148
LEP LLC,LEP LLC,V06149
"LESCANO, JOSEPH L","LESCANO, JOSEPH L",V06150
LESLIE REGIS INC,LESLIE REGIS INC,V06151
LESTER E. COX MEDICAL CENTERS,LESTER E. COX MEDICAL CENTERS,V06152
"LETCHER'S ECI, LLC","LETCHER'S ECI, LLC",V06153
"LETOURNEAU LIFELIKE ORTHOTICS & PROSTHETICS, INC.","LETOURNEAU LIFELIKE ORTHOTICS & PROSTHETICS, INC.",V06154
LEVA THOMAS JAMES,LEVA THOMAS JAMES,V06155
"LEVERAGE POINT ENGINEERING, LLC","LEVERAGE POINT ENGINEERING, LLC",V06156
"LEVERING REGIONAL HEALTH CARE CENTER, L.L.C","LEVERING REGIONAL HEALTH CARE CENTER, L.L.C",V06157
LEVI RAY & SHOUP INC,LEVI RAY & SHOUP INC,V06158
LEVIN PORTER ASSOCIATES INC,LEVIN PORTER ASSOCIATES INC,V06159
LEVIN PROFESSIONAL SERVICES INC,LEVIN PROFESSIONAL SERVICES INC,V06160
LEVITE JEWISH COMMUNITY CENTER,LEVITE JEWISH COMMUNITY CENTER,V06161
"LEWISTON OF CASCADIA, LLC","LEWISTON OF CASCADIA, LLC",V06162
LEXICAL LLC,LEXICAL LLC,V06163
LEXICAL GROUP LLC,LEXICAL GROUP LLC,V06164
LEXICON CARE INC,LEXICON CARE INC,V06165
LEXICON ENTERPRISES,LEXICON ENTERPRISES,V06166
"LEXINGTON HEALTH CARE AND REHABILITATION, LLC","LEXINGTON HEALTH CARE AND REHABILITATION, LLC",V06167
LEXION MEDICAL LLC,LEXION MEDICAL LLC,V06168
LEXISNEXIS RISK SOLUTIONS INC,LEXISNEXIS RISK SOLUTIONS INC,V06169
"LEXMARK INTERNATIONAL, INC.","LEXMARK INTERNATIONAL, INC.",V06170
LG STRATEGIES LLC,LG STRATEGIES LLC,V06171
LHB INC,LHB INC,V06172
"LHC, INC","LHC, INC",V06173
LI CRAFTSMANSHIP INC,LI CRAFTSMANSHIP INC,V06174
"LI-COR BIOTECH, LLC","LI-COR BIOTECH, LLC",V06175
LIBBY CLINIC,LIBBY CLINIC,V06176
LIBERTY COMMUNICATIONS OF PUERTO RICO LLC,LIBERTY COMMUNICATIONS OF PUERTO RICO LLC,V06177
LIBERTY COUNTY HOSP DIST NO 1,LIBERTY COUNTY HOSP DIST NO 1,V06178
LIBERTY DIALYSIS - NEVADA ACUTES LLC,LIBERTY DIALYSIS - NEVADA ACUTES LLC,V06179
LIBERTY IT SOLUTIONS LLC,LIBERTY IT SOLUTIONS LLC,V06180
"LIBERTY TECHNICAL SERVICES, LLC","LIBERTY TECHNICAL SERVICES, LLC",V06181
LIBRARIAN AT YOUR SERVICE LLC,LIBRARIAN AT YOUR SERVICE LLC,V06182
LIBRARYWORLD INC,LIBRARYWORLD INC,V06183
LIFE CHANGES INC,LIFE CHANGES INC,V06184
LIFE COMMUNITY DEVELOPMENT,LIFE COMMUNITY DEVELOPMENT,V06185
LIFE CONNECTION CENTER,LIFE CONNECTION CENTER,V06186
"LIFE FITNESS SALES, INC.","LIFE FITNESS SALES, INC.",V06187
"LIFE IN MOTION ORTHOTIC & PROSTHETIC CENTER, INC.","LIFE IN MOTION ORTHOTIC & PROSTHETIC CENTER, INC.",V06188
LIFE INSTRUMENT CORP,LIFE INSTRUMENT CORP,V06189
"LIFE LINE AMBULANCE SERVICE, INC.","LIFE LINE AMBULANCE SERVICE, INC.",V06190
"LIFE SAFETY GROUP, LLC","LIFE SAFETY GROUP, LLC",V06191
LIFE SAFETY SERVICES LLC,LIFE SAFETY SERVICES LLC,V06192
"LIFE SCIENCE LABORATORIES, INC.","LIFE SCIENCE LABORATORIES, INC.",V06193
LIFE SCIENCE PRODUCTS INC,LIFE SCIENCE PRODUCTS INC,V06194
"LIFE SCIENTIFIC, INC","LIFE SCIENTIFIC, INC",V06195
LIFE STARTUP ESSENTIALS,LIFE STARTUP ESSENTIALS,V06196
LIFE TECHNOLOGIES CORPORATION,LIFE TECHNOLOGIES CORPORATION,V06197
LIFECANVAS TECHNOLOGIES INC,LIFECANVAS TECHNOLOGIES INC,V06198
LIFECARE AMBULANCE,LIFECARE AMBULANCE,V06199
LIFECARE OF ALABAMA INC,LIFECARE OF ALABAMA INC,V06200
LIFEDATA LLC,LIFEDATA LLC,V06201
LIFEFLEET SOUTHEAST INC,LIFEFLEET SOUTHEAST INC,V06202
LIFEGIFT ORGAN DONATION CENTER,LIFEGIFT ORGAN DONATION CENTER,V06203
LIFEGUARD AMBULANCE SERVICE LLC,LIFEGUARD AMBULANCE SERVICE LLC,V06204
"LIFELINE MEDICAL SERVICES, INC.","LIFELINE MEDICAL SERVICES, INC.",V06205
LIFELINE MOBILE INC,LIFELINE MOBILE INC,V06206
"LIFELINE SOFTWARE, INC.","LIFELINE SOFTWARE, INC.",V06207
LIFEMOVES,LIFEMOVES,V06208
LIFENET HEALTH,LIFENET HEALTH,V06209
LIFESERVE BLOOD CENTER,LIFESERVE BLOOD CENTER,V06210
LIFESHARE BLOOD CENTER,LIFESHARE BLOOD CENTER,V06211
"LIFESIZE WRAPS, LLC","LIFESIZE WRAPS, LLC",V06212
LIFESOUTH COMMUNITY BLOOD CENTERS INC,LIFESOUTH COMMUNITY BLOOD CENTERS INC,V06213
LIFESTREAM BLOOD BANK,LIFESTREAM BLOOD BANK,V06214
"LIFESTREAM WATERSYSTEMS, INC.","LIFESTREAM WATERSYSTEMS, INC.",V06215
LIFESTYLES 1 HEALTHCARE LLC,LIFESTYLES 1 HEALTHCARE LLC,V06216
LIFEWARD INC,LIFEWARD INC,V06217
"LIFEWARD CA, INC.","LIFEWARD CA, INC.",V06218
"LIFEWAY EASE, LLC","LIFEWAY EASE, LLC",V06219
"LIFT & TRANSFER SPECIALISTS, INC.","LIFT & TRANSFER SPECIALISTS, INC.",V06220
"LIFT AIDS, INC.","LIFT AIDS, INC.",V06221
"LIFT TRUCKS & PARTS, INC","LIFT TRUCKS & PARTS, INC",V06222
LIFTSEAT CORP,LIFTSEAT CORP,V06223
LIGHT CONSULTANTS LLC,LIGHT CONSULTANTS LLC,V06224
"LIGHTCAST, LLC","LIGHTCAST, LLC",V06225
LIGHTHOUSE FOR THE BLIND OF HOUSTON,LIGHTHOUSE FOR THE BLIND OF HOUSTON,V06226
LIGHTHOUSE INTEGRATED SERVICES CORP,LIGHTHOUSE INTEGRATED SERVICES CORP,V06227
LIGHTHOUSE SDVOSB LLC,LIGHTHOUSE SDVOSB LLC,V06228
LILE INTERNATIONAL COMPANIES,LILE INTERNATIONAL COMPANIES,V06229
"LILLIE RICE CENTER, A NON-PROFIT CORP","LILLIE RICE CENTER, A NON-PROFIT CORP",V06230
"LILY HOLDINGS, LLC","LILY HOLDINGS, LLC",V06231
"LILY PSYCHOLOGICAL CONSULTATION, INC.","LILY PSYCHOLOGICAL CONSULTATION, INC.",V06232
LIMA BRACE & LIMB INC,LIMA BRACE & LIMB INC,V06233
"LIMA USA, INC","LIMA USA, INC",V06234
LIMB CENTER LLC,LIMB CENTER LLC,V06235
"LIMB CRAFT, INC.","LIMB CRAFT, INC.",V06236
"LIMB TECHNOLOGIES, INC.","LIMB TECHNOLOGIES, INC.",V06237
LIMBCARE PROSTHETICS & ORTHOTICS OF GEORGIA INC,"LIMBCARE PROSTHETICS & ORTHOTICS OF GEORGIA, INC.",V06238
"LIMBCARE PROSTHETICS & ORTHOTICS OF GEORGIA, INC.","LIMBCARE PROSTHETICS & ORTHOTICS OF GEORGIA, INC.",V06238
"LIMBIONICS OF DURHAM, INC.","LIMBIONICS OF DURHAM, INC.",V06239
LIMBIONICS OF GOLDSBORO INC,LIMBIONICS OF GOLDSBORO INC,V06240
LIMBIONICS OF RALEIGH INC,LIMBIONICS OF RALEIGH INC,V06241
LIMBS & THINGS INC,LIMBS & THINGS INC,V06242
"LIME MEDIA GROUP, INC","LIME MEDIA GROUP, INC",V06243
LIMITLESS BUSINESS SOLUTIONS LLC,LIMITLESS BUSINESS SOLUTIONS LLC,V06244
LINDA S. BIRNBAUM,LINDA S. BIRNBAUM,V06245
"LINDA-&-CAMERON, INC.","LINDA-&-CAMERON, INC.",V06246
LINDE GAS & EQUIPMENT INC.,LINDE GAS & EQUIPMENT INC.,V06247
LINDE PUERTO RICO B.V.,LINDE PUERTO RICO B.V.,V06248
"LINDHOLM & ASSOCIATES, INC.","LINDHOLM & ASSOCIATES, INC.",V06249
LINDLEY LANE OPERATING LLC,LINDLEY LANE OPERATING LLC,V06250
LINDSEY LAWN & GARDEN INC,LINDSEY LAWN & GARDEN INC,V06251
LINE SCIENCE LLC,LINE SCIENCE LLC,V06252
LINET AMERICAS INC,LINET AMERICAS INC,V06253
"LINK MEDICAL COMPUTING, INC.","LINK MEDICAL COMPUTING, INC.",V06254
"LINK OF HAMPTON ROADS, INC","LINK OF HAMPTON ROADS, INC",V06255
LINKBIO CORP,LINKBIO CORP,V06256
LINS ELEVATOR SERVICE INC,LINS ELEVATOR SERVICE INC,V06257
"LINUX FOUNDATION, THE","LINUX FOUNDATION, THE",V06258
LINVATEC CORPORATION,LINVATEC CORPORATION,V06259
LIONHEART CRITICAL POWER SPECIALISTS INC.,LIONHEART CRITICAL POWER SPECIALISTS INC.,V06260
LIPPERT MECHANICAL SERVICE LLC,LIPPERT MECHANICAL SERVICE LLC,V06261
LIPSEY TRUCKING LLC,LIPSEY TRUCKING LLC,V06262
"LIQUITECH, INC","LIQUITECH, INC",V06263
LISA JO FINNELL,LISA JO FINNELL,V06264
LISA V RUBENSTEIN,LISA V RUBENSTEIN,V06265
LISTON PROSTHETICS LLC,LISTON PROSTHETICS LLC,V06266
LITHOLINK CORPORATION,LITHOLINK CORPORATION,V06267
LITTLE FALLS HEALTH SERVICES,LITTLE FALLS HEALTH SERVICES,V06268
LITTLES SEPTIC SERVICE INC,LITTLES SEPTIC SERVICE INC,V06269
LIVANOVA USA INC,LIVANOVA USA INC,V06270
LIVE LIFE EXPERIENCE LLC,LIVE LIFE EXPERIENCE LLC,V06271
LIVELY DISTRIBUTING INC,LIVELY DISTRIBUTING INC,V06272
"LIVEONNY, INC.","LIVEONNY, INC.",V06273
LIVEPROCESS CORP,LIVEPROCESS CORP,V06274
LIVEVIEW TECHNOLOGIES INC,LIVEVIEW TECHNOLOGIES INC,V06275
"LIVEWIRE, LLC","LIVEWIRE, LLC",V06276
LIVING SPINAL LLC,LIVING SPINAL LLC,V06277
LIVING WITHOUT BARRIERS LLC,LIVING WITHOUT BARRIERS LLC,V06278
LIVINGSTON LOGISTIC CORP,LIVINGSTON LOGISTIC CORP,V06279
"LIVION TECHNOLOGY, LLC","LIVION TECHNOLOGY, LLC",V06280
LIZOTTE P&O ASSOCIATES LLC,LIZOTTE P&O ASSOCIATES LLC,V06281
LJBCO GROUP LLC,LJBCO GROUP LLC,V06282
"LJBCO GROUP II, LLC","LJBCO GROUP II, LLC",V06283
"L.J.V. DEVELOPMENT, LLC","L.J.V. DEVELOPMENT, LLC",V06284
"LKC TECHNOLOGIES, INC.","LKC TECHNOLOGIES, INC.",V06285
LLOYD'S GLASS SERVICES LLC,LLOYD'S GLASS SERVICES LLC,V06286
LM5 VERTICAL INSPECTIONS LLC,LM5 VERTICAL INSPECTIONS LLC,V06287
LMH HAWTHORNE HEALTHCARE INC.,LMH HAWTHORNE HEALTHCARE INC.,V06288
LN CURTIS & SONS,LN CURTIS & SONS,V06289
LND TECHNICAL SERVICES LLC,LND TECHNICAL SERVICES LLC,V06290
LOADING LINE FREIGHT BROKERAGE LLC,LOADING LINE FREIGHT BROKERAGE LLC,V06291
LOCATOR SERVICES INC,LOCATOR SERVICES INC,V06292
"LOCKETT ENTERPRISES, LLC","LOCKETT ENTERPRISES, LLC",V06293
"LOCUMTENENS.COM, LLC","LOCUMTENENS.COM, LLC",V06294
LOEB ELECTRIC CO,LOEB ELECTRIC CO,V06295
LOFTON INNOVATION LLC,LOFTON INNOVATION LLC,V06296
"LOGAN CURRITO, LLC","LOGAN CURRITO, LLC",V06297
LOGIC GEOPHYSICS & ANALYTICS LLC,LOGIC GEOPHYSICS & ANALYTICS LLC,V06298
"LOGICAL CONTROL SOLUTIONS, INC","LOGICAL CONTROL SOLUTIONS, INC",V06299
"LOGICAL IMAGES, INC.","LOGICAL IMAGES, INC.",V06300
LOGICAL RESOURCES GROUP LLC,LOGICAL RESOURCES GROUP LLC,V06301
LOGICARE CORP,LOGICARE CORP,V06302
"LOGICMARK, INC.","LOGICMARK, INC.",V06303
"LOGISTICS NETWORK, INC.","LOGISTICS NETWORK, INC.",V06304
LOGOSAKF LLC,LOGOSAKF LLC,V06305
LOGZONE INC,LOGZONE INC,V06306
"LOH TEXARKANA, LLC","LOH TEXARKANA, LLC",V06307
LOH TEXARKANA EDGEWOOD LLC,LOH TEXARKANA EDGEWOOD LLC,V06308
LOLA ELAINE DUNNAM,LOLA ELAINE DUNNAM,V06309
LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA UNIVERSITY MEDICAL CENTER,V06310
"LOMBART BROTHERS, INC.","LOMBART BROTHERS, INC.",V06311
"LOMBART BROTHERS, INC","LOMBART BROTHERS, INC.",V06311
LONE STAR COMMUNICATIONS INC,LONE STAR COMMUNICATIONS INC,V06312
LONESTAR LANDSCAPE DFW LLC,LONESTAR LANDSCAPE DFW LLC,V06313
"LONG BEACH HEALTHCARE CENTER, LLC","LONG BEACH CARE CENTER, INC.",V06314
"LONG BEACH CARE CENTER, INC.","LONG BEACH CARE CENTER, INC.",V06314
"LONG FENCE CO., INC","LONG FENCE CO., INC",V06315
"LONG FENCE COMPANY, INC.","LONG FENCE COMPANY, INC.",V06316
LONG GARMENT CARE INC,LONG GARMENT CARE INC,V06317
"LONG ISLAND ORTHOTICS AND PROSTHETICS, INC.","LONG ISLAND ORTHOTICS AND PROSTHETICS, INC.",V06318
LONG ISLAND SCIENTIFIC SERVICE CORP.,LONG ISLAND SCIENTIFIC SERVICE CORP.,V06319
LONG TERM CARE INSTITUTE INC,LONG TERM CARE INSTITUTE INC,V06320
"LONG-LEWIS OF THE RIVER REGION, INC.","LONG-LEWIS OF THE RIVER REGION, INC.",V06321
LONGEVITY CONSULTING LLC,LONGEVITY CONSULTING LLC,V06322
LONGLEY CORNERS LLC,LONGLEY CORNERS LLC,V06323
LONZA GREENWOOD LLC,LONZA GREENWOOD LLC,V06324
"LONZA WALKERSVILLE, INC","LONZA WALKERSVILLE, INC",V06325
LOOK AND COMPANY INC.,LOOK AND COMPANY INC.,V06326
LOOMIS ARMORED US LLC,LOOMIS ARMORED US LLC,V06327
"LOOMIS ARMORED US, INC.",LOOMIS ARMORED US LLC,V06327
"LOPARO CONSULTING, LLC","LOPARO CONSULTING, LLC",V06328
LOPEZ CARLOS L,LOPEZ CARLOS L,V06329
"LORTON GROUP, LLC.","LORTON GROUP, LLC.",V06330
"LOSS CONTROL AND RECOVERY, INC","LOSS CONTROL AND RECOVERY, INC",V06331
"LOTUSUSA, INC.","LOTUSUSA, INC.",V06332
LOUDOUN COMMUNICATIONS INC.,LOUDOUN COMMUNICATIONS INC.,V06333
"LOUIS FITZGERALD, LLC","LOUIS FITZGERALD, LLC",V06334
"LOUISIANA MACHINERY COMPANY, L.L.C.","LOUISIANA MACHINERY COMPANY, L.L.C.",V06335
LOUISIANA STATE UNIVERSITY,LOUISIANA STATE UNIVERSITY,V06336
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER NEW ORLEANS,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER NEW ORLEANS,V06337
LOUISIANA STEAM EQUIPMENT LLC,LOUISIANA STEAM EQUIPMENT LLC,V06338
LOUISVILLE EAST POST ACUTE LLC,LOUISVILLE EAST POST ACUTE LLC,V06339
LOUMOS GROUP LLC,LOUMOS GROUP LLC,V06340
LOVE N KINDNESS COMMUNITY DEVELOPMENT CORPORATION,LOVE N KINDNESS COMMUNITY DEVELOPMENT CORPORATION,V06341
LOVELL GOVERNMENT SERVICES INC.,LOVELL GOVERNMENT SERVICES INC.,V06342
"LOVELYNN SOLUTIONS, LLC","LOVELYNN SOLUTIONS, LLC",V06343
LOW COST RX LLC,LOW COST RX LLC,V06344
"LOW VOLTAGE SPECIALTY, INC.","LOW VOLTAGE SPECIALTY, INC.",V06345
"LOWCOUNTRY SURGERY CENTER, LLC","LOWCOUNTRY SURGERY CENTER, LLC",V06346
LOWCOUNTRY VETERANS HOME,LOWCOUNTRY VETERANS HOME,V06347
LOWDER ELECTRIC AND CONSTRUCTION CORP,LOWDER ELECTRIC AND CONSTRUCTION CORP,V06348
LOWE WILD DUNES INVESTORS LP,LOWE WILD DUNES INVESTORS LP,V06349
LOWER COLORADO RIVER AUTHORITY,LOWER COLORADO RIVER AUTHORITY,V06350
LOWN ACQUISITION LLC,LOWN ACQUISITION LLC,V06351
LOYAL SOURCE GOVERNMENT SERVICES LLC,LOYAL SOURCE GOVERNMENT SERVICES LLC,V06352
LOYOLA UNIVERSITY HEALTH SYSTEM,LOYOLA UNIVERSITY HEALTH SYSTEM,V06353
LOYOLA UNIVERSITY OF CHICAGO,LOYOLA UNIVERSITY OF CHICAGO,V06354
"LP BARDSTOWN, LLC","LP BARDSTOWN, LLC",V06355
"LP DEFUNIAK SPRINGS, LLC","LP DEFUNIAK SPRINGS, LLC",V06356
LP E TOWN LLC,LP E TOWN LLC,V06357
"LP ERIN, LLC","LP ERIN, LLC",V06358
LP HARRODSBURG LLC,LP HARRODSBURG LLC,V06359
"LP LOUISVILLE HERR LANE, LLC","LP LOUISVILLE HERR LANE, LLC",V06360
"LP RADCLIFF, LLC","LP RADCLIFF, LLC",V06361
"LP RIDGELY, LLC","LP RIDGELY, LLC",V06362
"LP TAYLORSVILLE, LLC","LP TAYLORSVILLE, LLC",V06363
"LPIT SOLUTIONS, INC","LPIT SOLUTIONS, INC",V06364
"LPKF DISTRIBUTION, INC.","LPKF DISTRIBUTION, INC.",V06365
"LPL, LLC","LPL, LLC",V06366
"LR-ASSOCIATES, LLC","LR-ASSOCIATES, LLC",V06367
LRG TECHNOLOGIES INC,LRG TECHNOLOGIES INC,V06368
"LRP PUBLICATIONS, INC.","LRP PUBLICATIONS, INC.",V06369
LRS FEDERAL LLC,LRS FEDERAL LLC,V06370
LRS MD JV LLC,LRS MD JV LLC,V06371
LRS PARADIGM ENGINEERS LLC,LRS PARADIGM ENGINEERS LLC,V06372
LRV ASSOCIATES INCORPORATED,LRV ASSOCIATES INCORPORATED,V06373
"LSPEDIA, INC.","LSPEDIA, INC.",V06374
LSVT GLOBAL INC,LSVT GLOBAL INC,V06375
LTD BIOMEDICAL INC,LTD BIOMEDICAL INC,V06376
LTRC-OPS INC,LTRC-OPS INC,V06377
LUBBOCK ARTIFICIAL LIMB & BRACE LTD,LUBBOCK ARTIFICIAL LIMB & BRACE LTD,V06378
"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC","LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC.",V06379
"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC.","LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC.",V06379
LUMENIS INC.,LUMENIS INC.,V06380
"LUMENIS BE, INC.","LUMENIS BE, INC.",V06381
LUMETRA HEALTHCARE SOLUTIONS,LUMETRA HEALTHCARE SOLUTIONS,V06382
LUMIBIRD MEDICAL INC.,LUMIBIRD MEDICAL INC.,V06383
LUMINEX CORP,LUMINEX CORP,V06384
LUMIVERO LLC,LUMIVERO LLC,V06385
"LUNDMED TECHNOLOGY SOLUTIONS, LLC","LUNDMED TECHNOLOGY SOLUTIONS, LLC",V06386
"LUNIT AMERICAS, INC.","LUNIT AMERICAS, INC.",V06387
LUSK DISPOSAL SERVICE INC,LUSK DISPOSAL SERVICE INC,V06388
LUTECH INDUSTRIES INC,LUTECH INDUSTRIES INC,V06389
LUTHER MEMORIAL HOME,LUTHER MEMORIAL HOME,V06390
"LUTHERAN HOME OF JAMAICA PLAIN, INC.","LUTHERAN HOME OF JAMAICA PLAIN, INC.",V06391
LUTHERAN HOUSING CORPORATION - BROCKTON,LUTHERAN HOUSING CORPORATION - BROCKTON,V06392
LUTHERAN SENIOR SERVICES EAST,LUTHERAN SENIOR SERVICES EAST,V06393
LUTHERAN SOCIAL SERVICES OF CENTRAL OHIO,LUTHERAN SOCIAL SERVICES OF CENTRAL OHIO,V06394
LUTHERAN SUNSET HOME CORPORATION,LUTHERAN SUNSET HOME CORPORATION,V06395
LUTRON SERVICES CO INC,LUTRON SERVICES CO INC,V06396
"LUZ TECHNOLOGIES, INC.","LUZ TECHNOLOGIES, INC.",V06397
"LV FREE ENTERPRISES, LLC","LV FREE ENTERPRISES, LLC",V06398
"LW ENTERPRISES, INC.","LW ENTERPRISES, INC.",V06399
LY ENVIRONMENTAL INC,LY ENVIRONMENTAL INC,V06400
"LYDIA GROUP ICF, L.P.","LYDIA GROUP ICF, L.P.",V06401
LYDIA HEALTHCARE 1 LLC,LYDIA HEALTHCARE 1 LLC,V06402
"LYFT, INC.","LYFT, INC.",V06403
"LYME COMPUTER SYSTEMS, INC.","LYME COMPUTER SYSTEMS, INC.",V06404
"LYNCH CONSULTANTS, LLC","LYNCH CONSULTANTS, LLC",V06405
LYNN OAKS COMPOUNDING PHARMACY INC.,LYNN OAKS COMPOUNDING PHARMACY INC.,V06406
"LYNX PRODUCT GROUP, LLC","LYNX PRODUCT GROUP, LLC",V06407
LYONS PUBLIC RELATIONS LLC,LYONS PUBLIC RELATIONS LLC,V06408
"LYTTLE UTILITIES, INCORPORATED","LYTTLE UTILITIES, INCORPORATED",V06409
"LYTX, INC.","LYTX, INC.",V06410
M & D ENTERPRISES OF FL INC,M & D ENTERPRISES OF FL INC,V06411
M & M CONTROL SERVICE INC,M & M CONTROL SERVICE INC,V06412
"M & M REHAB, INC.",M & M REHAB INC,V06413
M & M REHAB INC,M & M REHAB INC,V06413
"M & M REHAB, INC",M & M REHAB INC,V06413
"M & N AVIATION, INC.","M & N AVIATION, INC.",V06414
M & R MEDICAL LLC,M & R MEDICAL LLC,V06415
"M - W ELECTRIC, INC.","M - W ELECTRIC, INC.",V06416
"M C T EXPRESS, INC.","M C T EXPRESS, INC.",V06417
M M COURIER SERVICES,M M COURIER SERVICES,V06418
"M. O. DION & SONS, INC.","M. O. DION & SONS, INC.",V06419
M PINES OPCO LLC,M PINES OPCO LLC,V06420
M PLUS HFG LLC,M PLUS HFG LLC,V06421
M PLUS STONE HFG LLC,M PLUS STONE HFG LLC,V06422
M WILKINSON CONSTRUCTION COMPANY,M WILKINSON CONSTRUCTION COMPANY,V06423
M&H UNITED LLC,M&H UNITED LLC,V06424
"M-BIOLABS, INC","M-BIOLABS, INC",V06425
"M-PAK, INC.","M-PAK, INC.",V06426
M2 FEDERAL INC.,M2 FEDERAL INC.,V06427
"M2 TECHNOLOGY, INC.","M2 TECHNOLOGY, INC.",V06428
"M2S, INC.","M2S, INC.",V06429
M3T CORPORATION,M3T CORPORATION,V06430
MA TECH SERVICES INC,MA TECH SERVICES INC,V06431
"MABBETT & ASSOCIATES, INC.","MABBETT & ASSOCIATES, INC.",V06432
"MAC SERVICES, LLC","MAC SERVICES, LLC",V06433
MACALLISTER MACHINERY CO INC,MACALLISTER MACHINERY CO INC,V06434
"MACE VIRTUAL LABS, LLC","MACE VIRTUAL LABS, LLC",V06435
"MACGREGOR DOWNS HEALTH CENTER BY HARBORVIEW, LLC","MACGREGOR DOWNS HEALTH CENTER BY HARBORVIEW, LLC",V06436
"MACGYVER SOLUTIONS, INC.","MACGYVER SOLUTIONS, INC.",V06437
MACHAON DIAGNOSTICS INC,MACHAON DIAGNOSTICS INC,V06438
MACK INDUSTRIES INC,MACK INDUSTRIES INC,V06439
MACKINAC ISLAND STATE PARK COMMISSION,MACKINAC ISLAND STATE PARK COMMISSION,V06440
"MACKINNEY SYSTEMS, INC.","MACKINNEY SYSTEMS, INC.",V06441
"MACLEAN, HARRY N","MACLEAN, HARRY N",V06442
